sample_id,sample_type,result,detection_limit,qualifier
A2925,CRM,,0.02,<
A2926,BLK,,0.005,<
A2927,DUP,1.5,,
A2928,CRM,,0.02,<
A2929,BLK,,0.005,<
A2930,DUP,1.5,,
A2931,CRM,,0.02,<
A2932,BLK,,0.005,<
A2933,DUP,1.5,,
A2934,CRM,,0.02,<
A2935,BLK,,0.005,<
A2936,DUP,1.5,,
A2937,CRM,,0.02,<
A2938,BLK,,0.005,<
A2939,DUP,1.5,,
A2940,CRM,,0.02,<
A2941,BLK,,0.005,<
A2942,DUP,1.5,,
A2943,CRM,,0.02,<
A2944,BLK,,0.005,<
A2945,DUP,1.5,,
A2946,CRM,,0.02,<
A2947,BLK,,0.005,<
A2948,DUP,1.5,,
A2949,CRM,,0.02,<
A2950,BLK,,0.005,<
A2951,DUP,1.5,,
A2952,CRM,,0.02,<
A2953,BLK,,0.005,<
A2954,DUP,1.5,,
A2955,CRM,,0.02,<
A2956,BLK,,0.005,<
A2957,DUP,1.5,,
A2958,CRM,,0.02,<
A2959,BLK,,0.005,<
A2960,DUP,1.5,,
A2961,CRM,,0.02,<
A2962,BLK,,0.005,<
A2963,DUP,1.5,,
A2964,CRM,,0.02,<
A2965,BLK,,0.005,<
A2966,DUP,1.5,,
A2967,CRM,,0.02,<
A2968,BLK,,0.005,<
A2969,DUP,1.5,,
A2970,CRM,,0.02,<
A2971,BLK,,0.005,<
A2972,DUP,1.5,,
A2973,CRM,,0.02,<
A2974,BLK,,0.005,<
A2975,DUP,1.5,,
A2976,CRM,,0.02,<
A2977,BLK,,0.005,<
A2978,DUP,1.5,,
A2979,CRM,,0.02,<
A2980,BLK,,0.005,<
A2981,DUP,1.5,,
A2982,CRM,,0.02,<
A2983,BLK,,0.005,<
A2984,DUP,1.5,,
A2985,CRM,,0.02,<
A2986,BLK,,0.005,<
A2987,DUP,1.5,,
A2988,CRM,,0.02,<
A2989,BLK,,0.005,<
A2990,DUP,1.5,,
A2991,CRM,,0.02,<
A2992,BLK,,0.005,<
A2993,DUP,1.5,,
A2994,CRM,,0.02,<
A2995,BLK,,0.005,<
A2996,DUP,1.5,,
A2997,CRM,,0.02,<
A2998,BLK,,0.005,<
A2999,DUP,1.5,,
A3000,CRM,,0.02,<
A3001,BLK,,0.005,<
A3002,DUP,1.5,,
A3003,CRM,,0.02,<
A3004,BLK,,0.005,<
A3005,DUP,1.5,,
A3006,CRM,,0.02,<
A3007,BLK,,0.005,<
A3008,DUP,1.5,,
A3009,CRM,,0.02,<
A3010,BLK,,0.005,<
A3011,DUP,1.5,,
A3012,CRM,,0.02,<
A3013,BLK,,0.005,<
A3014,DUP,1.5,,
A3015,CRM,,0.02,<
A3016,BLK,,0.005,<
A3017,DUP,1.5,,
A3018,CRM,,0.02,<
A3019,BLK,,0.005,<
A3020,DUP,1.5,,
A3021,CRM,,0.02,<
A3022,BLK,,0.005,<
A3023,DUP,1.5,,
A3024,CRM,,0.02,<
A3025,BLK,,0.005,<
A3026,DUP,1.5,,
A3027,CRM,,0.02,<
A3028,BLK,,0.005,<
A3029,DUP,1.5,,
A3030,CRM,,0.02,<
A3031,BLK,,0.005,<
A3032,DUP,1.5,,
A3033,CRM,,0.02,<
A3034,BLK,,0.005,<
A3035,DUP,1.5,,
A3036,CRM,,0.02,<
A3037,BLK,,0.005,<
A3038,DUP,1.5,,
A3039,CRM,,0.02,<
A3040,BLK,,0.005,<
A3041,DUP,1.5,,
A3042,CRM,,0.02,<
A3043,BLK,,0.005,<
A3044,DUP,1.5,,
A3045,CRM,,0.02,<
A3046,BLK,,0.005,<
A3047,DUP,1.5,,
A3048,CRM,,0.02,<
A3049,BLK,,0.005,<
A3050,DUP,1.5,,
A3051,CRM,,0.02,<
A3052,BLK,,0.005,<
A3053,DUP,1.5,,
A3054,CRM,,0.02,<
A3055,BLK,,0.005,<
A3056,DUP,1.5,,
A3057,CRM,,0.02,<
A3058,BLK,,0.005,<
A3059,DUP,1.5,,
A3060,CRM,,0.02,<
A3061,BLK,,0.005,<
A3062,DUP,1.5,,
A3063,CRM,,0.02,<
A3064,BLK,,0.005,<
A3065,DUP,1.5,,
A3066,CRM,,0.02,<
A3067,BLK,,0.005,<
A3068,DUP,1.5,,
A3069,CRM,,0.02,<
A3070,BLK,,0.005,<
A3071,DUP,1.5,,
A3072,CRM,,0.02,<
A3073,BLK,,0.005,<
A3074,DUP,1.5,,
A3075,CRM,,0.02,<
A3076,BLK,,0.005,<
A3077,DUP,1.5,,
A3078,CRM,,0.02,<
A3079,BLK,,0.005,<
A3080,DUP,1.5,,
A3081,CRM,,0.02,<
A3082,BLK,,0.005,<
A3083,DUP,1.5,,
A3084,CRM,,0.02,<
A3085,BLK,,0.005,<
A3086,DUP,1.5,,
A3087,CRM,,0.02,<
A3088,BLK,,0.005,<
A3089,DUP,1.5,,
A3090,CRM,,0.02,<
A3091,BLK,,0.005,<
A3092,DUP,1.5,,
A3093,CRM,,0.02,<
A3094,BLK,,0.005,<
A3095,DUP,1.5,,
A3096,CRM,,0.02,<
A3097,BLK,,0.005,<
A3098,DUP,1.5,,
A3099,CRM,,0.02,<
A3100,BLK,,0.005,<
A3101,DUP,1.5,,
A3102,CRM,,0.02,<
A3103,BLK,,0.005,<
A3104,DUP,1.5,,
A3105,CRM,,0.02,<
A3106,BLK,,0.005,<
A3107,DUP,1.5,,
A3108,CRM,,0.02,<
A3109,BLK,,0.005,<
A3110,DUP,1.5,,
A3111,CRM,,0.02,<
A3112,BLK,,0.005,<
A3113,DUP,1.5,,
A3114,CRM,,0.02,<
A3115,BLK,,0.005,<
A3116,DUP,1.5,,
A3117,CRM,,0.02,<
A3118,BLK,,0.005,<
A3119,DUP,1.5,,
A3120,CRM,,0.02,<
A3121,BLK,,0.005,<
A3122,DUP,1.5,,
A3123,CRM,,0.02,<
A3124,BLK,,0.005,<
A3125,DUP,1.5,,
A3126,CRM,,0.02,<
A3127,BLK,,0.005,<
A3128,DUP,1.5,,
A3129,CRM,,0.02,<
A3130,BLK,,0.005,<
A3131,DUP,1.5,,
A3132,CRM,,0.02,<
A3133,BLK,,0.005,<
A3134,DUP,1.5,,
A3135,CRM,,0.02,<
A3136,BLK,,0.005,<
A3137,DUP,1.5,,
A3138,CRM,,0.02,<
A3139,BLK,,0.005,<
A3140,DUP,1.5,,
A3141,CRM,,0.02,<
A3142,BLK,,0.005,<
A3143,DUP,1.5,,
A3144,CRM,,0.02,<
A3145,BLK,,0.005,<
A3146,DUP,1.5,,
A3147,CRM,,0.02,<
A3148,BLK,,0.005,<
A3149,DUP,1.5,,
A3150,CRM,,0.02,<
A3151,BLK,,0.005,<
A3152,DUP,1.5,,
A3153,CRM,,0.02,<
A3154,BLK,,0.005,<
A3155,DUP,1.5,,
A3156,CRM,,0.02,<
A3157,BLK,,0.005,<
A3158,DUP,1.5,,
A3159,CRM,,0.02,<
A3160,BLK,,0.005,<
A3161,DUP,1.5,,
A3162,CRM,,0.02,<
A3163,BLK,,0.005,<
A3164,DUP,1.5,,
A3165,CRM,,0.02,<
A3166,BLK,,0.005,<
A3167,DUP,1.5,,
A3168,CRM,,0.02,<
A3169,BLK,,0.005,<
A3170,DUP,1.5,,
A3171,CRM,,0.02,<
A3172,BLK,,0.005,<
A3173,DUP,1.5,,
A3174,CRM,,0.02,<
A3175,BLK,,0.005,<
A3176,DUP,1.5,,
A3177,CRM,,0.02,<
A3178,BLK,,0.005,<
A3179,DUP,1.5,,
A3180,CRM,,0.02,<
A3181,BLK,,0.005,<
A3182,DUP,1.5,,
A3183,CRM,,0.02,<
A3184,BLK,,0.005,<
A3185,DUP,1.5,,
A3186,CRM,,0.02,<
A3187,BLK,,0.005,<
A3188,DUP,1.5,,
A3189,CRM,,0.02,<
A3190,BLK,,0.005,<
A3191,DUP,1.5,,
A3192,CRM,,0.02,<
A3193,BLK,,0.005,<
A3194,DUP,1.5,,
A3195,CRM,,0.02,<
A3196,BLK,,0.005,<
A3197,DUP,1.5,,
A3198,CRM,,0.02,<
A3199,BLK,,0.005,<
A3200,DUP,1.5,,
A3201,CRM,,0.02,<
A3202,BLK,,0.005,<
A3203,DUP,1.5,,
A3204,CRM,,0.02,<
A3205,BLK,,0.005,<
A3206,DUP,1.5,,
A3207,CRM,,0.02,<
A3208,BLK,,0.005,<
A3209,DUP,1.5,,
A3210,CRM,,0.02,<
A3211,BLK,,0.005,<
A3212,DUP,1.5,,
A3213,CRM,,0.02,<
A3214,BLK,,0.005,<
A3215,DUP,1.5,,
A3216,CRM,,0.02,<
A3217,BLK,,0.005,<
A3218,DUP,1.5,,
A3219,CRM,,0.02,<
A3220,BLK,,0.005,<
A3221,DUP,1.5,,
A3222,CRM,,0.02,<
A3223,BLK,,0.005,<
A3224,DUP,1.5,,
A3225,CRM,,0.02,<
A3226,BLK,,0.005,<
A3227,DUP,1.5,,
A3228,CRM,,0.02,<
A3229,BLK,,0.005,<
A3230,DUP,1.5,,
A3231,CRM,,0.02,<
A3232,BLK,,0.005,<
A3233,DUP,1.5,,
A3234,CRM,,0.02,<
A3235,BLK,,0.005,<
A3236,DUP,1.5,,
A3237,CRM,,0.02,<
A3238,BLK,,0.005,<
A3239,DUP,1.5,,
A3240,CRM,,0.02,<
A3241,BLK,,0.005,<
A3242,DUP,1.5,,
A3243,CRM,,0.02,<
A3244,BLK,,0.005,<
A3245,DUP,1.5,,
A3246,CRM,,0.02,<
A3247,BLK,,0.005,<
A3248,DUP,1.5,,
A3249,CRM,,0.02,<
A3250,BLK,,0.005,<
A3251,DUP,1.5,,
A3252,CRM,,0.02,<
A3253,BLK,,0.005,<
A3254,DUP,1.5,,
A3255,CRM,,0.02,<
A3256,BLK,,0.005,<
A3257,DUP,1.5,,
A3258,CRM,,0.02,<
A3259,BLK,,0.005,<
A3260,DUP,1.5,,
A3261,CRM,,0.02,<
A3262,BLK,,0.005,<
A3263,DUP,1.5,,
A3264,CRM,,0.02,<
A3265,BLK,,0.005,<
A3266,DUP,1.5,,
A3267,CRM,,0.02,<
A3268,BLK,,0.005,<
A3269,DUP,1.5,,
A3270,CRM,,0.02,<
A3271,BLK,,0.005,<
A3272,DUP,1.5,,
A3273,CRM,,0.02,<
A3274,BLK,,0.005,<
A3275,DUP,1.5,,
A3276,CRM,,0.02,<
A3277,BLK,,0.005,<
A3278,DUP,1.5,,
A3279,CRM,,0.02,<
A3280,BLK,,0.005,<
A3281,DUP,1.5,,
A3282,CRM,,0.02,<
A3283,BLK,,0.005,<
A3284,DUP,1.5,,
A3285,CRM,,0.02,<
A3286,BLK,,0.005,<
A3287,DUP,1.5,,
A3288,CRM,,0.02,<
A3289,BLK,,0.005,<
A3290,DUP,1.5,,
A3291,CRM,,0.02,<
A3292,BLK,,0.005,<
A3293,DUP,1.5,,
A3294,CRM,,0.02,<
A3295,BLK,,0.005,<
A3296,DUP,1.5,,
A3297,CRM,,0.02,<
A3298,BLK,,0.005,<
A3299,DUP,1.5,,
A3300,CRM,,0.02,<
A3301,BLK,,0.005,<
A3302,DUP,1.5,,
A3303,CRM,,0.02,<
A3304,BLK,,0.005,<
A3305,DUP,1.5,,
A3306,CRM,,0.02,<
A3307,BLK,,0.005,<
A3308,DUP,1.5,,
A3309,CRM,,0.02,<
A3310,BLK,,0.005,<
A3311,DUP,1.5,,
A3312,CRM,,0.02,<
A3313,BLK,,0.005,<
A3314,DUP,1.5,,
A3315,CRM,,0.02,<
A3316,BLK,,0.005,<
A3317,DUP,1.5,,
A3318,CRM,,0.02,<
A3319,BLK,,0.005,<
A3320,DUP,1.5,,
A3321,CRM,,0.02,<
A3322,BLK,,0.005,<
A3323,DUP,1.5,,
A3324,CRM,,0.02,<
A3325,BLK,,0.005,<
A3326,DUP,1.5,,
A3327,CRM,,0.02,<
A3328,BLK,,0.005,<
A3329,DUP,1.5,,
A3330,CRM,,0.02,<
A3331,BLK,,0.005,<
A3332,DUP,1.5,,
A3333,CRM,,0.02,<
A3334,BLK,,0.005,<
A3335,DUP,1.5,,
A3336,CRM,,0.02,<
A3337,BLK,,0.005,<
A3338,DUP,1.5,,
A3339,CRM,,0.02,<
A3340,BLK,,0.005,<
A3341,DUP,1.5,,
A3342,CRM,,0.02,<
A3343,BLK,,0.005,<
A3344,DUP,1.5,,
A3345,CRM,,0.02,<
A3346,BLK,,0.005,<
A3347,DUP,1.5,,
A3348,CRM,,0.02,<
A3349,BLK,,0.005,<
A3350,DUP,1.5,,
A3351,CRM,,0.02,<
A3352,BLK,,0.005,<
A3353,DUP,1.5,,
A3354,CRM,,0.02,<
A3355,BLK,,0.005,<
A3356,DUP,1.5,,
A3357,CRM,,0.02,<
A3358,BLK,,0.005,<
A3359,DUP,1.5,,
A3360,CRM,,0.02,<
A3361,BLK,,0.005,<
A3362,DUP,1.5,,
A3363,CRM,,0.02,<
A3364,BLK,,0.005,<
A3365,DUP,1.5,,
A3366,CRM,,0.02,<
A3367,BLK,,0.005,<
A3368,DUP,1.5,,
A3369,CRM,,0.02,<
A3370,BLK,,0.005,<
A3371,DUP,1.5,,
A3372,CRM,,0.02,<
A3373,BLK,,0.005,<
A3374,DUP,1.5,,
A3375,CRM,,0.02,<
A3376,BLK,,0.005,<
A3377,DUP,1.5,,
A3378,CRM,,0.02,<
A3379,BLK,,0.005,<
A3380,DUP,1.5,,
A3381,CRM,,0.02,<
A3382,BLK,,0.005,<
A3383,DUP,1.5,,
A3384,CRM,,0.02,<
A3385,BLK,,0.005,<
A3386,DUP,1.5,,
A3387,CRM,,0.02,<
A3388,BLK,,0.005,<
A3389,DUP,1.5,,
A3390,CRM,,0.02,<
A3391,BLK,,0.005,<
A3392,DUP,1.5,,
A3393,CRM,,0.02,<
A3394,BLK,,0.005,<
A3395,DUP,1.5,,
A3396,CRM,,0.02,<
A3397,BLK,,0.005,<
A3398,DUP,1.5,,
A3399,CRM,,0.02,<
A3400,BLK,,0.005,<
A3401,DUP,1.5,,
A3402,CRM,,0.02,<
A3403,BLK,,0.005,<
A3404,DUP,1.5,,
A3405,CRM,,0.02,<
A3406,BLK,,0.005,<
A3407,DUP,1.5,,
A3408,CRM,,0.02,<
A3409,BLK,,0.005,<
A3410,DUP,1.5,,
A3411,CRM,,0.02,<
A3412,BLK,,0.005,<
A3413,DUP,1.5,,
A3414,CRM,,0.02,<
A3415,BLK,,0.005,<
A3416,DUP,1.5,,
A3417,CRM,,0.02,<
A3418,BLK,,0.005,<
A3419,DUP,1.5,,
A3420,CRM,,0.02,<
A3421,BLK,,0.005,<
A3422,DUP,1.5,,
A3423,CRM,,0.02,<
A3424,BLK,,0.005,<
A3425,DUP,1.5,,
A3426,CRM,,0.02,<
A3427,BLK,,0.005,<
A3428,DUP,1.5,,
A3429,CRM,,0.02,<
A3430,BLK,,0.005,<
A3431,DUP,1.5,,
A3432,CRM,,0.02,<
A3433,BLK,,0.005,<
A3434,DUP,1.5,,
A3435,CRM,,0.02,<
A3436,BLK,,0.005,<
A3437,DUP,1.5,,
A3438,CRM,,0.02,<
A3439,BLK,,0.005,<
A3440,DUP,1.5,,
A3441,CRM,,0.02,<
A3442,BLK,,0.005,<
A3443,DUP,1.5,,
A3444,CRM,,0.02,<
A3445,BLK,,0.005,<
A3446,DUP,1.5,,
A3447,CRM,,0.02,<
A3448,BLK,,0.005,<
A3449,DUP,1.5,,
A3450,CRM,,0.02,<
A3451,BLK,,0.005,<
A3452,DUP,1.5,,
A3453,CRM,,0.02,<
A3454,BLK,,0.005,<
A3455,DUP,1.5,,
A3456,CRM,,0.02,<
A3457,BLK,,0.005,<
A3458,DUP,1.5,,
A3459,CRM,,0.02,<
A3460,BLK,,0.005,<
A3461,DUP,1.5,,
A3462,CRM,,0.02,<
A3463,BLK,,0.005,<
A3464,DUP,1.5,,
A3465,CRM,,0.02,<
A3466,BLK,,0.005,<
A3467,DUP,1.5,,
A3468,CRM,,0.02,<
A3469,BLK,,0.005,<
A3470,DUP,1.5,,
A3471,CRM,,0.02,<
A3472,BLK,,0.005,<
A3473,DUP,1.5,,
A3474,CRM,,0.02,<
A3475,BLK,,0.005,<
A3476,DUP,1.5,,
A3477,CRM,,0.02,<
A3478,BLK,,0.005,<
A3479,DUP,1.5,,
A3480,CRM,,0.02,<
A3481,BLK,,0.005,<
A3482,DUP,1.5,,
A3483,CRM,,0.02,<
A3484,BLK,,0.005,<
A3485,DUP,1.5,,
A3486,CRM,,0.02,<
A3487,BLK,,0.005,<
A3488,DUP,1.5,,
A3489,CRM,,0.02,<
A3490,BLK,,0.005,<
A3491,DUP,1.5,,
A3492,CRM,,0.02,<
A3493,BLK,,0.005,<
A3494,DUP,1.5,,
A3495,CRM,,0.02,<
A3496,BLK,,0.005,<
A3497,DUP,1.5,,
A3498,CRM,,0.02,<
A3499,BLK,,0.005,<
A3500,DUP,1.5,,
A3501,CRM,,0.02,<
A3502,BLK,,0.005,<
A3503,DUP,1.5,,
A3504,CRM,,0.02,<
A3505,BLK,,0.005,<
A3506,DUP,1.5,,
A3507,CRM,,0.02,<
A3508,BLK,,0.005,<
A3509,DUP,1.5,,
A3510,CRM,,0.02,<
A3511,BLK,,0.005,<
A3512,DUP,1.5,,
A3513,CRM,,0.02,<
A3514,BLK,,0.005,<
A3515,DUP,1.5,,
A3516,CRM,,0.02,<
A3517,BLK,,0.005,<
A3518,DUP,1.5,,
A3519,CRM,,0.02,<
A3520,BLK,,0.005,<
A3521,DUP,1.5,,
A3522,CRM,,0.02,<
A3523,BLK,,0.005,<
A3524,DUP,1.5,,
A3525,CRM,,0.02,<
A3526,BLK,,0.005,<
A3527,DUP,1.5,,
A3528,CRM,,0.02,<
A3529,BLK,,0.005,<
A3530,DUP,1.5,,
A3531,CRM,,0.02,<
A3532,BLK,,0.005,<
A3533,DUP,1.5,,
A3534,CRM,,0.02,<
A3535,BLK,,0.005,<
A3536,DUP,1.5,,
A3537,CRM,,0.02,<
A3538,BLK,,0.005,<
A3539,DUP,1.5,,
A3540,CRM,,0.02,<
A3541,BLK,,0.005,<
A3542,DUP,1.5,,
A3543,CRM,,0.02,<
A3544,BLK,,0.005,<
A3545,DUP,1.5,,
A3546,CRM,,0.02,<
A3547,BLK,,0.005,<
A3548,DUP,1.5,,
A3549,CRM,,0.02,<
A3550,BLK,,0.005,<
A3551,DUP,1.5,,
A3552,CRM,,0.02,<
A3553,BLK,,0.005,<
A3554,DUP,1.5,,
A3555,CRM,,0.02,<
A3556,BLK,,0.005,<
A3557,DUP,1.5,,
A3558,CRM,,0.02,<
A3559,BLK,,0.005,<
A3560,DUP,1.5,,
A3561,CRM,,0.02,<
A3562,BLK,,0.005,<
A3563,DUP,1.5,,
A3564,CRM,,0.02,<
A3565,BLK,,0.005,<
A3566,DUP,1.5,,
A3567,CRM,,0.02,<
A3568,BLK,,0.005,<
A3569,DUP,1.5,,
A3570,CRM,,0.02,<
A3571,BLK,,0.005,<
A3572,DUP,1.5,,
A3573,CRM,,0.02,<
A3574,BLK,,0.005,<
A3575,DUP,1.5,,
A3576,CRM,,0.02,<
A3577,BLK,,0.005,<
A3578,DUP,1.5,,
A3579,CRM,,0.02,<
A3580,BLK,,0.005,<
A3581,DUP,1.5,,
A3582,CRM,,0.02,<
A3583,BLK,,0.005,<
A3584,DUP,1.5,,
A3585,CRM,,0.02,<
A3586,BLK,,0.005,<
A3587,DUP,1.5,,
A3588,CRM,,0.02,<
A3589,BLK,,0.005,<
A3590,DUP,1.5,,
A3591,CRM,,0.02,<
A3592,BLK,,0.005,<
A3593,DUP,1.5,,
A3594,CRM,,0.02,<
A3595,BLK,,0.005,<
A3596,DUP,1.5,,
A3597,CRM,,0.02,<
A3598,BLK,,0.005,<
A3599,DUP,1.5,,
A3600,CRM,,0.02,<
A3601,BLK,,0.005,<
A3602,DUP,1.5,,
A3603,CRM,,0.02,<
A3604,BLK,,0.005,<
A3605,DUP,1.5,,
A3606,CRM,,0.02,<
A3607,BLK,,0.005,<
A3608,DUP,1.5,,
A3609,CRM,,0.02,<
A3610,BLK,,0.005,<
A3611,DUP,1.5,,
A3612,CRM,,0.02,<
A3613,BLK,,0.005,<
A3614,DUP,1.5,,
A3615,CRM,,0.02,<
A3616,BLK,,0.005,<
A3617,DUP,1.5,,
A3618,CRM,,0.02,<
A3619,BLK,,0.005,<
A3620,DUP,1.5,,
A3621,CRM,,0.02,<
A3622,BLK,,0.005,<
A3623,DUP,1.5,,
A3624,CRM,,0.02,<
A3625,BLK,,0.005,<
A3626,DUP,1.5,,
A3627,CRM,,0.02,<
A3628,BLK,,0.005,<
A3629,DUP,1.5,,
A3630,CRM,,0.02,<
A3631,BLK,,0.005,<
A3632,DUP,1.5,,
A3633,CRM,,0.02,<
A3634,BLK,,0.005,<
A3635,DUP,1.5,,
A3636,CRM,,0.02,<
A3637,BLK,,0.005,<
A3638,DUP,1.5,,
A3639,CRM,,0.02,<
A3640,BLK,,0.005,<
A3641,DUP,1.5,,
A3642,CRM,,0.02,<
A3643,BLK,,0.005,<
A3644,DUP,1.5,,
A3645,CRM,,0.02,<
A3646,BLK,,0.005,<
A3647,DUP,1.5,,
A3648,CRM,,0.02,<
A3649,BLK,,0.005,<
A3650,DUP,1.5,,
A3651,CRM,,0.02,<
A3652,BLK,,0.005,<
A3653,DUP,1.5,,
A3654,CRM,,0.02,<
A3655,BLK,,0.005,<
A3656,DUP,1.5,,
A3657,CRM,,0.02,<
A3658,BLK,,0.005,<
A3659,DUP,1.5,,
A3660,CRM,,0.02,<
A3661,BLK,,0.005,<
A3662,DUP,1.5,,
A3663,CRM,,0.02,<
A3664,BLK,,0.005,<
A3665,DUP,1.5,,
A3666,CRM,,0.02,<
A3667,BLK,,0.005,<
A3668,DUP,1.5,,
A3669,CRM,,0.02,<
A3670,BLK,,0.005,<
A3671,DUP,1.5,,
A3672,CRM,,0.02,<
A3673,BLK,,0.005,<
A3674,DUP,1.5,,
A3675,CRM,,0.02,<
A3676,BLK,,0.005,<
A3677,DUP,1.5,,
A3678,CRM,,0.02,<
A3679,BLK,,0.005,<
A3680,DUP,1.5,,
A3681,CRM,,0.02,<
A3682,BLK,,0.005,<
A3683,DUP,1.5,,
A3684,CRM,,0.02,<
A3685,BLK,,0.005,<
A3686,DUP,1.5,,
A3687,CRM,,0.02,<
A3688,BLK,,0.005,<
A3689,DUP,1.5,,
A3690,CRM,,0.02,<
A3691,BLK,,0.005,<
A3692,DUP,1.5,,
A3693,CRM,,0.02,<
A3694,BLK,,0.005,<
A3695,DUP,1.5,,
A3696,CRM,,0.02,<
A3697,BLK,,0.005,<
A3698,DUP,1.5,,
A3699,CRM,,0.02,<
A3700,BLK,,0.005,<
A3701,DUP,1.5,,
A3702,CRM,,0.02,<
A3703,BLK,,0.005,<
A3704,DUP,1.5,,
A3705,CRM,,0.02,<
A3706,BLK,,0.005,<
A3707,DUP,1.5,,
A3708,CRM,,0.02,<
A3709,BLK,,0.005,<
A3710,DUP,1.5,,
A3711,CRM,,0.02,<
A3712,BLK,,0.005,<
A3713,DUP,1.5,,
A3714,CRM,,0.02,<
A3715,BLK,,0.005,<
A3716,DUP,1.5,,
A3717,CRM,,0.02,<
A3718,BLK,,0.005,<
A3719,DUP,1.5,,
A3720,CRM,,0.02,<
A3721,BLK,,0.005,<
A3722,DUP,1.5,,
A3723,CRM,,0.02,<
A3724,BLK,,0.005,<
A3725,DUP,1.5,,
A3726,CRM,,0.02,<
A3727,BLK,,0.005,<
A3728,DUP,1.5,,
A3729,CRM,,0.02,<
A3730,BLK,,0.005,<
A3731,DUP,1.5,,
A3732,CRM,,0.02,<
A3733,BLK,,0.005,<
A3734,DUP,1.5,,
A3735,CRM,,0.02,<
A3736,BLK,,0.005,<
A3737,DUP,1.5,,
A3738,CRM,,0.02,<
A3739,BLK,,0.005,<
A3740,DUP,1.5,,
A3741,CRM,,0.02,<
A3742,BLK,,0.005,<
A3743,DUP,1.5,,
A3744,CRM,,0.02,<
A3745,BLK,,0.005,<
A3746,DUP,1.5,,
A3747,CRM,,0.02,<
A3748,BLK,,0.005,<
A3749,DUP,1.5,,
A3750,CRM,,0.02,<
A3751,BLK,,0.005,<
A3752,DUP,1.5,,
A3753,CRM,,0.02,<
A3754,BLK,,0.005,<
A3755,DUP,1.5,,
A3756,CRM,,0.02,<
A3757,BLK,,0.005,<
A3758,DUP,1.5,,
A3759,CRM,,0.02,<
A3760,BLK,,0.005,<
A3761,DUP,1.5,,
A3762,CRM,,0.02,<
A3763,BLK,,0.005,<
A3764,DUP,1.5,,
A3765,CRM,,0.02,<
A3766,BLK,,0.005,<
A3767,DUP,1.5,,
A3768,CRM,,0.02,<
A3769,BLK,,0.005,<
A3770,DUP,1.5,,
A3771,CRM,,0.02,<
A3772,BLK,,0.005,<
A3773,DUP,1.5,,
A3774,CRM,,0.02,<
A3775,BLK,,0.005,<
A3776,DUP,1.5,,
A3777,CRM,,0.02,<
A3778,BLK,,0.005,<
A3779,DUP,1.5,,
A3780,CRM,,0.02,<
A3781,BLK,,0.005,<
A3782,DUP,1.5,,
A3783,CRM,,0.02,<
A3784,BLK,,0.005,<
A3785,DUP,1.5,,
A3786,CRM,,0.02,<
A3787,BLK,,0.005,<
A3788,DUP,1.5,,
A3789,CRM,,0.02,<
A3790,BLK,,0.005,<
A3791,DUP,1.5,,
A3792,CRM,,0.02,<
A3793,BLK,,0.005,<
A3794,DUP,1.5,,
A3795,CRM,,0.02,<
A3796,BLK,,0.005,<
A3797,DUP,1.5,,
A3798,CRM,,0.02,<
A3799,BLK,,0.005,<
A3800,DUP,1.5,,
A3801,CRM,,0.02,<
A3802,BLK,,0.005,<
A3803,DUP,1.5,,
A3804,CRM,,0.02,<
A3805,BLK,,0.005,<
A3806,DUP,1.5,,
A3807,CRM,,0.02,<
A3808,BLK,,0.005,<
A3809,DUP,1.5,,
A3810,CRM,,0.02,<
A3811,BLK,,0.005,<
A3812,DUP,1.5,,
A3813,CRM,,0.02,<
A3814,BLK,,0.005,<
A3815,DUP,1.5,,
A3816,CRM,,0.02,<
A3817,BLK,,0.005,<
A3818,DUP,1.5,,
A3819,CRM,,0.02,<
A3820,BLK,,0.005,<
A3821,DUP,1.5,,
A3822,CRM,,0.02,<
A3823,BLK,,0.005,<
A3824,DUP,1.5,,
A3825,CRM,,0.02,<
A3826,BLK,,0.005,<
A3827,DUP,1.5,,
A3828,CRM,,0.02,<
A3829,BLK,,0.005,<
A3830,DUP,1.5,,
A3831,CRM,,0.02,<
A3832,BLK,,0.005,<
A3833,DUP,1.5,,
A3834,CRM,,0.02,<
A3835,BLK,,0.005,<
A3836,DUP,1.5,,
A3837,CRM,,0.02,<
A3838,BLK,,0.005,<
A3839,DUP,1.5,,
A3840,CRM,,0.02,<
A3841,BLK,,0.005,<
A3842,DUP,1.5,,
A3843,CRM,,0.02,<
A3844,BLK,,0.005,<
A3845,DUP,1.5,,
A3846,CRM,,0.02,<
A3847,BLK,,0.005,<
A3848,DUP,1.5,,
A3849,CRM,,0.02,<
A3850,BLK,,0.005,<
A3851,DUP,1.5,,
A3852,CRM,,0.02,<
A3853,BLK,,0.005,<
A3854,DUP,1.5,,
A3855,CRM,,0.02,<
A3856,BLK,,0.005,<
A3857,DUP,1.5,,
A3858,CRM,,0.02,<
A3859,BLK,,0.005,<
A3860,DUP,1.5,,
A3861,CRM,,0.02,<
A3862,BLK,,0.005,<
A3863,DUP,1.5,,
A3864,CRM,,0.02,<
A3865,BLK,,0.005,<
A3866,DUP,1.5,,
A3867,CRM,,0.02,<
A3868,BLK,,0.005,<
A3869,DUP,1.5,,
A3870,CRM,,0.02,<
A3871,BLK,,0.005,<
A3872,DUP,1.5,,
A3873,CRM,,0.02,<
A3874,BLK,,0.005,<
A3875,DUP,1.5,,
A3876,CRM,,0.02,<
